file_name,caption,question,choice,A,B,C,D,answer,interpretation,class
Untitled 108.png,Light,"Someone told you, ""It is light."" From the image I offered to you, Can you explain the meaning ""light"" here?",Select the most suitable option for the question from the following choices.,Having a considerable or sufficient amount of natural light; not dark.,(Of a colour) Pale.,Of little weight; not heavy.,Gentle or delicate.,C,,Adjective
Untitled 109.png,Light,"Someone told you, ""It is light."" From the image I offered to you, Can you explain the meaning ""light"" here?",Select the most suitable option for the question from the following choices.,Having a considerable or sufficient amount of natural light; not dark.,(Of a colour) Pale.,Of little weight; not heavy.,Gentle or delicate.,A,,Adjective
Untitled 110.png,Rough,"Someone told you, ""It is rough."" From the image I offered to you, Can you explain the meaning ""rough"" here?",Select the most suitable option for the question from the following choices.,Not gentle; violent or boisterous.,Having an uneven or irregular surface; not smooth or level.,(Of a voice) Harsh and rasping.,Not finished tidily or decoratively; plain and basic.,B,,Adjective
Untitled 111.png,Rough,"Someone told you, ""It is rough."" From the image I offered to you, Can you explain the meaning ""rough"" here?",Select the most suitable option for the question from the following choices.,Not gentle; violent or boisterous.,Having an uneven or irregular surface; not smooth or level.,(Of a voice) Harsh and rasping.,Not finished tidily or decoratively; plain and basic.,A,,Adjective
Untitled 112.png,Flat,"Someone told you, ""It is flat."" From the image I offered to you, Can you explain the meaning ""flat"" here?",Select the most suitable option for the question from the following choices.,(of a sparkling drink) Having lost its effervescence.,Lack of variation.,Lacking emotion; dull and lifeless.,Having a level surface; without raised areas or indentations.,D,,Adjective
Untitled 113.png,Flat,"Someone told you, ""It is flat."" From the image I offered to you, Can you explain the meaning ""flat"" here?",Select the most suitable option for the question from the following choices.,(of a sparkling drink) Having lost its effervescence.,Lack of variation.,Lacking emotion; dull and lifeless.,Having a level surface; without raised areas or indentations.,B,,Adjective
Untitled 114.png,Heavy,"Someone told you, ""It is heavy."" From the image I offered to you, Can you explain the meaning ""heavy"" here?",Select the most suitable option for the question from the following choices.,Of great density; thick or substantial.,Of great weight; difficult to lift or move.,"Of more than the usual size, amount, or intensity.","Of more than the usual size, amount, or intensity.",B,,Adjective
Untitled 115.png,Heavy,"Someone told you, ""It is heavy."" From the image I offered to you, Can you explain the meaning ""heavy"" here?",Select the most suitable option for the question from the following choices.,Of great density; thick or substantial.,Of great weight; difficult to lift or move.,"Of more than the usual size, amount, or intensity.","Of more than the usual size, amount, or intensity.",D,,Adjective
Untitled 116.png,Tight,"Someone told you, ""It is tight."" From the image I offered to you, Can you explain the meaning ""tight"" here?",Select the most suitable option for the question from the following choices.,"Close-fitting, especially uncomfortably so.",(Of muscles or skin) firm or taut.,"(Of a bend, turn, or angle) Changing direction sharply; having a short radius.",Closely or densely packed together.,A,,Adjective
Untitled 117.png,Tight,"Someone told you, ""It is tight."" From the image I offered to you, Can you explain the meaning ""tight"" here?",Select the most suitable option for the question from the following choices.,"Close-fitting, especially uncomfortably so.",(Of muscles or skin) firm or taut.,"(Of a bend, turn, or angle) Changing direction sharply; having a short radius.",Closely or densely packed together.,D,,Adjective
Untitled 118.png,Loose,"Someone told you, ""It is loose."" From the image I offered to you, Can you explain the meaning ""loose"" here?",Select the most suitable option for the question from the following choices.,(Of a person or animal) Not tied up or shut in.,Not strict or exact.,The size is not fitting tightly or closely.,Not held or tied together or contained within something.,C,,Adjective
Untitled 119.png,Loose,"Someone told you, ""It is loose."" From the image I offered to you, Can you explain the meaning ""loose"" here?",Select the most suitable option for the question from the following choices.,(Of a person or animal) Not tied up or shut in.,Not strict or exact.,The size is not fitting tightly or closely.,Not held or tied together or contained within something.,D,,Adjective
Untitled 120.png,What's the problem?,"From the image I offered to you. Can you answer the question, ""what's the problem?"" here?",Select the most suitable option for the question from the following choices.,Mechanical issue with the car,Financial issue,Health issue,Mental issue,A,,"Same question, different images, different meaning"
Untitled 121.png,What's the problem?,"From the image I offered to you. Can you answer the question, ""what's the problem?"" here?",Select the most suitable option for the question from the following choices.,Mechanical issue with the car,Financial issue,Health issue,Mental issue,B,,"Same question, different images, different meaning"
Untitled 122.png,Is it healthy?,"From the image I offered to you. Can you answer the question, ""is it healthy?"" here?",Select the most suitable option for the question from the following choices.,"Yes, the meal is nutritious and beneficial for health","No,  the meal is not nutritious and beneficial for health","Yes, the plant is in good health or does not need care.","No, the plant is not in good health or does need care.",A,,"Same question, different images, different meaning"
Untitled 123.png,Is it healthy?,"From the image I offered to you. Can you answer the question, ""is it healthy?"" here?",Select the most suitable option for the question from the following choices.,"Yes, the meal is nutritious and beneficial for health","No,  the meal is not nutritious and beneficial for health","Yes, the plant is in good health or does not need care.","No, the plant is not in good health or does need care.",D,,"Same question, different images, different meaning"
Untitled 124.png,Is this normal?,"From the image I offered to you. Can you answer the question, ""is this normal?"" here?",Select the most suitable option for the question from the following choices.,"Yes, the sky's color is normal while it does not frequently happens.","No,  the sky's color is not normal.","Yes, the vector is normal to the plane.","No, the vector is not normal to the plane.",A,,"Same question, different images, different meaning"
Untitled 125.png,Is this normal?,"From the image I offered to you. Can you answer the question, ""is this normal?"" here?",Select the most suitable option for the question from the following choices.,"Yes, the sky's color is normal while it does not frequently happens.","No,  the sky's color is not normal.","Yes, the vector is normal to the plane.","No, the vector is not normal to the plane.",C,,"Same question, different images, different meaning"
Untitled 126.png,Is it running?,"From the image I offered to you. Can you answer the question, ""is it running?"" here?",Select the most suitable option for the question from the following choices.,"Yes, the faucet is on.","No, the faucet is off.","Yes, the cheetah is moving at a high speed.","No, the cheetah is standing.",A,,"Same question, different images, different meaning"
Untitled 127.png,Is it running?,"From the image I offered to you. Can you answer the question, ""is it running?"" here?",Select the most suitable option for the question from the following choices.,"Yes, the faucet is on.","No, the faucet is off.","Yes, the cheetah is moving at a high speed.","No, the cheetah is standing.",C,,"Same question, different images, different meaning"
Untitled 128.png,Is it cool?,"From the image I offered to you. Can you answer the question, ""is it cool?"" here?",Select the most suitable option for the question from the following choices.,"Yes, the clothes of the person looks fashionable.","No, the person doesn't like to communicate with others.","Yes, there seems to be frog which reveals the weather is cool.","No, it's hot weather.",A,,"Same question, different images, different meaning"
Untitled 129.png,Is it cool?,"From the image I offered to you. Can you answer the question, ""is it cool?"" here?",Select the most suitable option for the question from the following choices.,"Yes, the clothes of the person looks fashionable.","No, the person doesn't like to communicate with others.","Yes, there seems to be frog which reveals the weather is cool.","No, it's hot weather.",C,,"Same question, different images, different meaning"
Untitled 130.png,What's the score?,"From the image I offered to you. Can you answer the question, ""what's the score?"" here?",Select the most suitable option for the question from the following choices.,Score is basketball game in progress: 122:129,Score is sports game in progress: 14 : 4,Score is written form of a musical composition or arrangement.,Score is the mark you get in game,A,,"Same question, different images, different meaning"
Untitled 131.png,What's the score?,"From the image I offered to you. Can you answer the question, ""what's the score?"" here?",Select the most suitable option for the question from the following choices.,Score is basketball game in progress: 122:129,Score is sports game in progress: 14 : 4,Score is written form of a musical composition or arrangement.,Score is the mark you get in game,C,,"Same question, different images, different meaning"
Untitled 132.png,Are they open?,"From the image I offered to you. Can you answer the question, ""are they open?"" here?",Select the most suitable option for the question from the following choices.,"Yes, the doors are open.","Yes, the shop is open.","Yes, the eyes are open.","Yes, the mouth is open.",A,,"Same question, different images, different meaning"
Untitled 133.png,Are they open?,"From the image I offered to you. Can you answer the question, ""are they open?"" here?",Select the most suitable option for the question from the following choices.,"Yes, the doors are open.","Yes, the shop is open.","Yes, the eyes are open.","Yes, the mouth is open.",C,,"Same question, different images, different meaning"
Untitled 134.png,Is it set?,"From the image I offered to you. Can you answer the question, ""is it set?"" here?",Select the most suitable option for the question from the following choices.,"Not yet, the sun has not fallen below the horizon.","Yes, the sun is gone.","No, the table is not ready.","Yes, the table is arranged properly for dining.",A,,"Same question, different images, different meaning"
Untitled 135.png,Is it set?,"From the image I offered to you. Can you answer the question, ""is it set?"" here?",Select the most suitable option for the question from the following choices.,"Not yet, the sun has not fallen below the horizon.","Yes, the sun is gone.","No, the table is not ready.","Yes, the table is arranged properly for dining.",D,,"Same question, different images, different meaning"
Untitled 136.png,What can the martingale be used to do?,"From the image I offered to you. Can you answer the question, ""what can the martingale be used to do?"" here?",Select the most suitable option for the question from the following choices.,The riding equipment used primarily to control the head position of a horse and prevent the horse from raising its head too high.,"The mathematical model of a fair game where knowledge of past events never helps predict the mean of the future winnings, and only the present situation matters.",Can't answer.,Not specific.,B,,"Same question, different images, different meaning"
Untitled 137.png,What can the martingale be used to do?,"From the image I offered to you. Can you answer the question, ""what can the martingale be used to do?"" here?",Select the most suitable option for the question from the following choices.,The riding equipment used primarily to control the head position of a horse and prevent the horse from raising its head too high.,"The mathematical model of a fair game where knowledge of past events never helps predict the mean of the future winnings, and only the present situation matters.",Can't answer.,Not specific.,A,,"Same question, different images, different meaning"
Untitled 138.png,Can we use cloud to build a masterpiece?,"From the image I offered to you. Can you answer the question, ""can we use cloud to build a masterpiece?"" here?",Select the most suitable option for the question from the following choices.,"Yes, we can do this with cloud in sky.","No, we can't do this with cloud in sky.","Yes, we can do it with cloud infrastructure. ","No, we can not do it with cloud infrastructure. ",A,,"Same question, different images, different meaning"
Untitled 139.png,Can we use cloud to build a masterpiece?,"From the image I offered to you. Can you answer the question, ""can we use cloud to build a masterpiece?"" here?",Select the most suitable option for the question from the following choices.,"Yes, we can do this with cloud in sky.","No, we can't do this with cloud in sky.","Yes, we can do it with cloud infrastructure. ","No, we can not do it with cloud infrastructure. ",C,,"Same question, different images, different meaning"
Untitled 140.png,Can the table be used to place object?,"From the image I offered to you. Can you answer the question, ""can the table be used to place objects?"" here?",Select the most suitable option for the question from the following choices.,"Yes, we can physical place objects on the wooden table.","No, we can't place data structure objects on the wooden table.","Yes, we can place data structure objects in the database table.","No, we can place physical place objects in the database table.",A,,"Same question, different images, different meaning"
Untitled 141.png,Can the table be used to place object?,"From the image I offered to you. Can you answer the question, ""can the table be used to place objects?"" here?",Select the most suitable option for the question from the following choices.,"Yes, we can physical place objects on the wooden table.","No, we can't place data structure objects on the wooden table.","Yes, we can place data structure objects in the database table.","No, we can place physical place objects in the database table.",C,,"Same question, different images, different meaning"
Untitled 142.png,Is the kernel broken?,"From the image I offered to you. Can you answer the question, ""is the kernel broken?"" here?",Select the most suitable option for the question from the following choices.,"Yes, the linux kernel is broken.","No, the linux kernel is not broken.","Yes, the nut kernel is broken.","No, the nut kernel is not broken.",B,,"Same question, different images, different meaning"
Untitled 143.png,Is the kernel broken?,"From the image I offered to you. Can you answer the question, ""is the kernel broken?"" here?",Select the most suitable option for the question from the following choices.,"Yes, the linux kernel is broken.","No, the linux kernel is not broken.","Yes, the nut kernel is broken.","No, the nut kernel is not broken.",D,,"Same question, different images, different meaning"
Untitled 144.png,Is the gradient steep?,"From the image I offered to you. Can you answer the question, ""is the gradient steep?"" here?",Select the most suitable option for the question from the following choices.,"Yes, the physical gradient is steep.","No, the physical gradient is not steep.","Yes, the math gradient is steep.","No, the math gradient is not steep.",A,,"Same question, different images, different meaning"
Untitled 145.png,Is the gradient steep?,"From the image I offered to you. Can you answer the question, ""is the gradient steep?"" here?",Select the most suitable option for the question from the following choices.,"Yes, the physical gradient is steep.","No, the physical gradient is not steep.","Yes, the math gradient is steep.","No, the math gradient is not steep.",D,,"Same question, different images, different meaning"
Untitled 146.png,Where is the bug?,"From the image I offered to you. Can you answer the question, ""where is the bug?"" here?",Select the most suitable option for the question from the following choices.,On leaf.,On grass.,In the line of 6.,No bugs.,A,,"Same question, different images, different meaning"
Untitled 147.png,Where is the bug?,"From the image I offered to you. Can you answer the question, ""where is the bug?"" here?",Select the most suitable option for the question from the following choices.,On leaf.,On grass.,In the line of 6.,No bugs.,C,,"Same question, different images, different meaning"
Untitled 148.png,Why is the black hole black?,"From the image I offered to you. Can you answer the question, ""why is the black hole black?"" here?",Select the most suitable option for the question from the following choices.,The absence of light inside it.,Actively prevents light from escaping due to its intense gravitational forces.,Drawed by black color pencil.,"Without compassion, feeling or love",B,,"Same question, different images, different meaning"
Untitled 149.png,Why is the black hole black?,"From the image I offered to you. Can you answer the question, ""why is the black hole black?"" here?",Select the most suitable option for the question from the following choices.,The absence of light inside it.,Actively prevents light from escaping due to its intense gravitational forces.,Drawed by black color pencil.,"Without compassion, feeling or love",B,,"Same question, different images, different meaning"
Untitled 150.png,The chicken is ready to eat.,"Someone told you, ""The chicken is ready to eat."" From the image I offered to you, how do you undertand the sentence?",Select the most suitable option for the question from the following choices.,"Active, chicken is ready to be eaten. ","Passive, chicken is ready to be eaten. ","Active, chicken is ready to eat food. ","Passive, chicken is ready to eat food. ",B,,Passive and active
Untitled 151.png,The chicken is ready to eat.,"Someone told you, ""The chicken is ready to eat."" From the image I offered to you, how do you undertand the sentence?",Select the most suitable option for the question from the following choices.,"Active, chicken is ready to be eaten. ","Passive, chicken is ready to be eaten. ","Active, chicken is ready to eat food. ","Passive, chicken is ready to eat food. ",C,,Passive and active
Untitled 152.png,The computer is ready to update.,"Someone told you, ""The computer is ready to update."" From the image I offered to you, how do you undertand the sentence?",Select the most suitable option for the question from the following choices.,"Active, the computer is prepared to update by someone.","Passive, the computer is prepared to update by someone.","Active, the computer is prepared to update automatiocally.","Passive, the computer is prepared to update automatiocally.",C,,Passive and active
Untitled 153.png,The computer is ready to update.,"Someone told you, ""The computer is ready to update."" From the image I offered to you, how do you undertand the sentence?",Select the most suitable option for the question from the following choices.,"Active, the computer is prepared to update by someone.","Passive, the computer is prepared to update by someone.","Active, the computer is prepared to update automatiocally.","Passive, the computer is prepared to update automatiocally.",B,,Passive and active
Untitled 154.png,The baby is ready to feed.,"Someone told you, ""The baby is ready to feed."" From the image I offered to you, how do you undertand the sentence?",Select the most suitable option for the question from the following choices.,"Active, the baby is prepared to feed itself.","Passive, the baby is prepared to feed itself.","Active, the baby is ready to be fed by someone else.","Passive, the baby is ready to be fed by someone else.",A,,Passive and active
Untitled 155.png,The baby is ready to feed.,"Someone told you, ""The baby is ready to feed."" From the image I offered to you, how do you undertand the sentence?",Select the most suitable option for the question from the following choices.,"Active, the baby is prepared to feed itself.","Passive, the baby is prepared to feed itself.","Active, the baby is ready to be fed by someone else.","Passive, the baby is ready to be fed by someone else.",D,,Passive and active
Untitled 156.png,The dog is ready to walk.,"Someone told you, ""The dog is ready to walk."" From the image I offered to you, how do you undertand the sentence?",Select the most suitable option for the question from the following choices.,"Active, the dog is about to start ""walking"" on its own.","Passive, the dog has been leashed and prepared for someone to take it on a walk. ","Active, the dog has been leashed and prepared for someone to take it on a walk. ","Passive, the dog is about to start ""walking"" on its own.",B,,Passive and active
Untitled 157.png,The dog is ready to walk.,"Someone told you, ""The dog is ready to walk."" From the image I offered to you, how do you undertand the sentence?",Select the most suitable option for the question from the following choices.,"Active, the dog is about to start ""walking"" on its own.","Passive, the dog has been leashed and prepared for someone to take it on a walk. ","Active, the dog has been leashed and prepared for someone to take it on a walk. ","Passive, the dog is about to start ""walking"" on its own.",A,,Passive and active
Untitled 158.png,The horse is ready to ride.,"Someone told you, ""The horse is ready to ride."" From the image I offered to you, how do you undertand the sentence?",Select the most suitable option for the question from the following choices.,"Active, the horse has been saddled and prepared for someone to ride it.","Passive, the horse is about to start running on its own.","Active, the horse is about to start running on its own.","Passive, the horse has been saddled and prepared for someone to ride it.",D,,Passive and active
Untitled 159.png,The horse is ready to ride.,"Someone told you, ""The horse is ready to ride."" From the image I offered to you, how do you undertand the sentence?",Select the most suitable option for the question from the following choices.,"Active, the horse has been saddled and prepared for someone to ride it.","Passive, the horse is about to start running on its own.","Active, the horse is about to start running on its own.","Passive, the horse has been saddled and prepared for someone to ride it.",C,,Passive and active
Untitled 160.png,The bird is ready to fly.,"Someone told you, ""The bird is ready to fly."" From the image I offered to you, how do you undertand the sentence?",Select the most suitable option for the question from the following choices.,"Passive, the bird has been prepared for someone to release it.","Active, the bird is about to take off and start flying on its own.","Passive, the bird is about to take off and start flying on its own.","Active, the bird has been prepared for someone to release it.",A,,Passive and active
Untitled 161.png,The bird is ready to fly.,"Someone told you, ""The bird is ready to fly."" From the image I offered to you, how do you undertand the sentence?",Select the most suitable option for the question from the following choices.,"Passive, the bird has been prepared for someone to release it.","Active, the bird is about to take off and start flying on its own.","Passive, the bird is about to take off and start flying on its own.","Active, the bird has been prepared for someone to release it.",B,,Passive and active
Untitled 162.png,The car is ready to drive.,"Someone told you, ""The car is ready to drive."" From the image I offered to you, how do you undertand the sentence?",Select the most suitable option for the question from the following choices.,"Passive, the car is self-driving. ","Active, woman drives the car.","Passive, woman drives the car.","Active, the car is self-driving. ",C,,Passive and active
Untitled 163.png,The car is ready to drive.,"Someone told you, ""The car is ready to drive."" From the image I offered to you, how do you undertand the sentence?",Select the most suitable option for the question from the following choices.,"Passive, the car is self-driving. ","Active, woman drives the car.","Passive, woman drives the car.","Active, the car is self-driving. ",D,,Passive and active
Untitled 164.png,Which is the black sheep here?,"From the image I offered to you, How do you undertand the sentence ""who is the black sheep here?"" here?",Select the most suitable option for the question from the following choices.,The black cloth guy is black sheep because he is not consistent with others light color style.,Literally black sheep.,The black cloth guy is black sheep because he looks like it.,Black face sheep.,A,,High level expression
Untitled 165.png,Which is the black sheep here?,"From the image I offered to you, How do you undertand the sentence ""who is the black sheep here?"" here?",Select the most suitable option for the question from the following choices.,The black cloth guy is black sheep because he is not consistent with others light color style.,Literally black sheep.,The black cloth guy is black sheep because he looks like it.,Black face sheep.,B,,High level expression
Untitled 166.png,Who holds the crown in this scenario?,"From the image I offered to you, How do you undertand the sentence ""who holds the crown in this scenario?"" here?",Select the most suitable option for the question from the following choices.,The man with the crown.,The man won the game.,The man gets the Covid-19.,The man doing Covid-19 test for others.,A,,High level expression
Untitled 167.png,Who holds the crown in this scenario?,"From the image I offered to you, How do you undertand the sentence ""who holds the crown in this scenario?"" here?",Select the most suitable option for the question from the following choices.,The man with the crown.,The man won the game.,The man gets the Covid-19.,The man doing Covid-19 test for others.,C,,High level expression
Untitled 168.png,How does victory taste in this moment?,"From the image I offered to you, How do you undertand the sentence ""how does victory taste in this moment?"" here?",Select the most suitable option for the question from the following choices.,Asks about the emotional or euphoric feeling of winning.,"Literal question about the flavor quality of a meal, implying success.",Not specific.,No idea.,A,,High level expression
Untitled 169.png,How does victory taste in this moment?,"From the image I offered to you, How do you undertand the sentence ""how does victory taste in this moment?"" here?",Select the most suitable option for the question from the following choices.,Asks about the emotional or euphoric feeling of winning.,"Literal question about the flavor quality of a meal, implying success.",Not specific.,No idea.,B,,High level expression
Untitled 170.png,Did they tie the knot?,"From the image I offered to you, How do you undertand the sentence ""did they tie the knot?"" here?",Select the most suitable option for the question from the following choices.,Not specific.,No idea.,Asks if the couple got married using a euphemism.,Literally asks if someone tied a knot in a piece of fabric.,C,,High level expression
Untitled 171.png,Did they tie the knot?,"From the image I offered to you, How do you undertand the sentence ""did they tie the knot?"" here?",Select the most suitable option for the question from the following choices.,Not specific.,No idea.,Asks if the couple got married using a euphemism.,Literally asks if someone tied a knot in a piece of fabric.,D,,High level expression
Untitled 172.png,"This is exactly what I needed today, isn't it?","From the image I offered to you, How do you undertand the sentence ""this is exactly what i needed today, isn't it?"" here?",Select the most suitable option for the question from the following choices.,The statement contrasts the unfortunate event with the speaker's needs.,No idea.,The sarcasm might hide genuine appreciation for the unexpected joy.,Not specific.,A,,High level expression
Untitled 173.png,"This is exactly what I needed today, isn't it?","From the image I offered to you, How do you undertand the sentence ""this is exactly what i needed today, isn't it?"" here?",Select the most suitable option for the question from the following choices.,The statement contrasts the unfortunate event with the speaker's needs.,No idea.,The sarcasm might hide genuine appreciation for the unexpected joy.,Not specific.,C,,High level expression
Untitled 174.png,Isn't this the most beautiful sunset you've ever seen?,"From the image I offered to you, How do you undertand the sentence ""isn't this the most beautiful sunset you've ever seen?"" here?",Select the most suitable option for the question from the following choices.,Not specific.,"Emphasizes the beauty of the scene, suggesting it's unmatched.",No idea.,Ironically questions the loss of natural beauty in urban environments.,B,,High level expression
Untitled 175.png,Isn't this the most beautiful sunset you've ever seen?,"From the image I offered to you, How do you undertand the sentence ""isn't this the most beautiful sunset you've ever seen?"" here?",Select the most suitable option for the question from the following choices.,Not specific.,"Emphasizes the beauty of the scene, suggesting it's unmatched.",No idea.,Ironically questions the loss of natural beauty in urban environments.,D,,High level expression
Untitled 176.png,Can you hear the clock tick in this room?,"From the image I offered to you, How do you undertand the sentence ""can you hear the clock tick in this room?"" here?",Select the most suitable option for the question from the following choices.,No idea.,Not specific.,"Implies a haunting or oppressive silence, where even the ticking of a clock is noticeable.","The clock's ticking sound is a subtle reminder of the passing time, emphasizing the importance of time management in a busy work environment.",C,,High level expression
Untitled 177.png,Can you hear the clock tick in this room?,"From the image I offered to you, How do you undertand the sentence ""can you hear the clock tick in this room?"" here?",Select the most suitable option for the question from the following choices.,No idea.,Not specific.,"Implies a haunting or oppressive silence, where even the ticking of a clock is noticeable.","The clock's ticking sound is a subtle reminder of the passing time, emphasizing the importance of time management in a busy work environment.",D,,High level expression
Untitled 178.png,Are words the keys to unlock the world?,"From the image I offered to you, How do you undertand the sentence ""are words the keys to unlock the world?"" here?",Select the most suitable option for the question from the following choices.,Suggests the power of words to open up new worlds of knowledge and understanding.,Metaphorically questions whether communication or lack thereof can be a barrier to understanding or progress.,No idea.,Not specific.,A,,High level expression
Untitled 179.png,Are words the keys to unlock the world?,"From the image I offered to you, How do you undertand the sentence ""are words the keys to unlock the world?"" here?",Select the most suitable option for the question from the following choices.,Suggests the power of words to open up new worlds of knowledge and understanding.,Metaphorically questions whether communication or lack thereof can be a barrier to understanding or progress.,No idea.,Not specific.,B,,High level expression
Untitled 180.png,What does the rose symbolize?,"From the image I offered to you, How do you undertand the sentence ""what does the rose symbolize?"" here?",Select the most suitable option for the question from the following choices.,No idea.,Symbolize remembrance and the fragility of life.,Represent beauty and hope amidst hardship and adversity.,Not specific.,B,,High level expression
Untitled 181.png,What does the rose symbolize?,"From the image I offered to you, How do you undertand the sentence ""what does the rose symbolize?"" here?",Select the most suitable option for the question from the following choices.,No idea.,Symbolize remembrance and the fragility of life.,Represent beauty and hope amidst hardship and adversity.,Not specific.,C,,High level expression
Untitled 182.png,How is the mind if it’s said that the mind is like a garden?,"From the image I offered to you, How do you undertand the sentence ""how is the mind if it’s said that the mind is like a garden?"" here?",Select the most suitable option for the question from the following choices.,No idea.,Not specific.,Suggests the idea of cultivating one's thoughts and emotions to create a healthy mental state.,Implies neglect or lack of care for one's mental and emotional well-being.,C,,High level expression
Untitled 183.png,How is the mind if it’s said that the mind is like a garden?,"From the image I offered to you, How do you undertand the sentence ""how is the mind if it’s said that the mind is like a garden?"" here?",Select the most suitable option for the question from the following choices.,No idea.,Not specific.,Suggests the idea of cultivating one's thoughts and emotions to create a healthy mental state.,Implies neglect or lack of care for one's mental and emotional well-being.,D,,High level expression
Untitled 184.png,Is this the hottest day in history?,"From the image I offered to you, How do you undertand the sentence ""is this the hottest day in history?"" here?",Select the most suitable option for the question from the following choices.,Not specific.,Exaggerates the pleasant but hot weather.,No idea.,Emphasizes the severity of a heatwave.,B,,High level expression
Untitled 185.png,Is this the hottest day in history?,"From the image I offered to you, How do you undertand the sentence ""is this the hottest day in history?"" here?",Select the most suitable option for the question from the following choices.,Not specific.,Exaggerates the pleasant but hot weather.,No idea.,Emphasizes the severity of a heatwave.,D,,High level expression
Untitled 186.png,Did that performance just stop the earth's rotation?,"From the image I offered to you, How do you undertand the sentence ""did that performance just stop the earth's rotation?"" here?",Select the most suitable option for the question from the following choices.,Highlights an extraordinary performance.,No idea.,Not specific.,Ironically suggests a performance with little to no impact.,A,,High level expression
Untitled 187.png,Did that performance just stop the earth's rotation?,"From the image I offered to you, How do you undertand the sentence ""did that performance just stop the earth's rotation?"" here?",Select the most suitable option for the question from the following choices.,Highlights an extraordinary performance.,No idea.,Not specific.,Ironically suggests a performance with little to no impact.,D,,High level expression
Untitled 188.png,The room was filled with silence.,"From the image I offered to you, How do you undertand the sentence ""the room was filled with silence."" here?",Select the most suitable option for the question from the following choices.,"Evokes a sense of peace, tranquility, and inner reflection.",No idea.,"Suggests a heavy atmosphere of grief, loss, and emotional numbness.",Not specific.,A,,High level expression
Untitled 189.png,The room was filled with silence.,"From the image I offered to you, How do you undertand the sentence ""the room was filled with silence."" here?",Select the most suitable option for the question from the following choices.,"Evokes a sense of peace, tranquility, and inner reflection.",No idea.,"Suggests a heavy atmosphere of grief, loss, and emotional numbness.",Not specific.,C,,High level expression
Untitled 190.png,Time stood still.,"From the image I offered to you, How do you undertand the sentence ""time stood still."" here?",Select the most suitable option for the question from the following choices.,No idea.,Evokes a sense of being fully present and lost in the beauty of a shared experience with a loved one.,"Suggests a heightened state of awareness, where every second feels like an eternity, and one's life hangs in the balance.",Not specific.,B,,High level expression
Untitled 191.png,Time stood still.,"From the image I offered to you, How do you undertand the sentence ""time stood still."" here?",Select the most suitable option for the question from the following choices.,No idea.,Evokes a sense of being fully present and lost in the beauty of a shared experience with a loved one.,"Suggests a heightened state of awareness, where every second feels like an eternity, and one's life hangs in the balance.",Not specific.,C,,High level expression
Untitled 192.png,The apple doesn't fall far from the tree.,"From the image I offered to you, How do you undertand the sentence ""the apple doesn't fall far from the tree."" here?",Select the most suitable option for the question from the following choices.,Implies that the child has inherited or learned admirable qualities from their parent.,No idea.,Not specific.,"Literally, the apple doesn't fall far from the tree.",A,,High level expression
Untitled 193.png,The apple doesn't fall far from the tree.,"From the image I offered to you, How do you undertand the sentence ""the apple doesn't fall far from the tree."" here?",Select the most suitable option for the question from the following choices.,Implies that the child has inherited or learned admirable qualities from their parent.,No idea.,Not specific.,"Literally, the apple doesn't fall far from the tree.",D,,High level expression
Untitled 194.png,The knife cut through the silence.,"From the image I offered to you, How do you undertand the sentence ""the knife cut through the silence."" here?",Select the most suitable option for the question from the following choices.,First cut on the brand new cake.,"Silence ""cut through"" by applause at the end, with her final pose acting as the figurative ""knife"" that breaks the silence and prompts the crowd reaction.",No idea.,Not specific.,A,,High level expression
Untitled 195.png,The knife cut through the silence.,"From the image I offered to you, How do you undertand the sentence ""the knife cut through the silence."" here?",Select the most suitable option for the question from the following choices.,First cut on the brand new cake.,"Silence ""cut through"" by applause at the end, with her final pose acting as the figurative ""knife"" that breaks the silence and prompts the crowd reaction.",No idea.,Not specific.,B,,High level expression
Untitled 196.png,The city never sleeps?,"From the image I offered to you, How do you undertand the sentence ""the city never sleeps?"" here?",Select the most suitable option for the question from the following choices.,"Indicates activity, implying the city is ""awake.""",Cannot sleep successfully.,No idea.,Not specific.,A,,High level expression
Untitled 197.png,The city never sleeps?,"From the image I offered to you, How do you undertand the sentence ""the city never sleeps?"" here?",Select the most suitable option for the question from the following choices.,"Indicates activity, implying the city is ""awake.""",Cannot sleep successfully.,No idea.,Not specific.,B,,High level expression
Untitled 198.png,Is this the light at the end of the tunnel?,"From the image I offered to you, How do you undertand the sentence ""is this the light at the end of the tunnel?"" here?",Select the most suitable option for the question from the following choices.,No idea.,"It implies achievement or overcoming challenges, where graduation symbolizes the ""light"" or success after hard work.",Not specific.,"Literally, there is a sunrise at the end of a tunnel.",B,,High level expression
Untitled 199.png,Is this the light at the end of the tunnel?,"From the image I offered to you, How do you undertand the sentence ""is this the light at the end of the tunnel?"" here?",Select the most suitable option for the question from the following choices.,No idea.,"It implies achievement or overcoming challenges, where graduation symbolizes the ""light"" or success after hard work.",Not specific.,"Literally, there is a sunrise at the end of a tunnel.",D,,High level expression
Untitled 200.png,How is this person like a lion?,"From the image I offered to you, How do you undertand the sentence ""how is this person like a lion?"" here?",Select the most suitable option for the question from the following choices.,"The question suggests comparing the person's leadership qualities, strength, or assertiveness to a lion.",The question might humorously suggest the comparison is based on the person's yawning appearance to a lion's roar.,No idea.,Not specific.,A,,High level expression
